sweep_label,n,median_weighted_error,p95_weighted_error,median_nn_distance_12d,p95_nn_distance_12d,coverage_limited_failures,dense_failures
coupled_full_random,6477,0.03036525472998619,0.07108244001865387,0.8778352737426758,1.0640024662017822,514,282
coupled_sparse_random,23,0.01927690953016281,0.05542849600315093,0.6077818870544434,0.799696522951126,0,2
